Comentário;Sentimento
 Politicagem  Ambiente machista (se for homem, cresce mais rápido)  Burocracia  Pressão para ir no presencial em cargos mais seniors;negativo
Tem bons benefícios, é um bom ambiente de trabalho, sempre com tecnologias de ponta, muitas oportunidades de crescimento.;positivo
precisa de uma organização, principalmente em relação a projetos e processos.;negativo
Ótima empresa. Liberdade. Excelente ambiente de trabalho.;positivo
PL baixo. Não tem Gympass. Ainda usa Sodexo.;negativo
É muito tranquilo o ambiente de trabalho e também possui bastante liberdade para trabalhar;positivo
Não vejo nenhum contra de trabalhar na empresa;negativo
tecnologias novas, equipe ajuda muito.;positivo
paga pouco e muita pressão. não existe plano de carreira. 1 ano pra fazer 1:1... absurdo!;negativo
Empresa muito boa, com excelente ambiente de trabalho.;positivo
Salário e remuneração, acredito que estavam bem abaixo do mercado;negativo
Empresa top, com salário atrativo, bons benefícios e que está sempre procurando trabalhar com tecnologias modernas.;positivo
A plr poderia ser maior.;negativo
VR, VA e bons funcionários;positivo
Empresa prega descomplicar a vida de todos, quando internamente acontece diferente com os funcionários. Apesar do crescimento, decisões ainda são tomadas como se fosse um empresa familiar. Voltaram com o trabalho presencial, sem planejamento algum, vendendo uma falsa cultura presencial. Não se importaram com opniões, qualidade de vida, se quer deram tempo para os funcionários e lideranças se planejarem.;negativo
A empresa não valoriza os funcionários.;positivo
Não tem PLR e nem home office.;negativo
Equipe muito capacitada e engajada.;positivo
Por incrível que parece muito atrasada tecnologicamente.;negativo
Ensina muito e vária oportunidades de trabalho;positivo
Pouco reconhecimento, desorganizado e baixa PL;negativo
Muito aprendizado e um ambiente incrível;positivo
A minha área tinha uma tarefa repetitiva, talvez em outras áreas não;negativo
Clima agradável, ambiente limpo e acolhedor;positivo
Sem meritocracia, poucos resultados, político;negativo
Ambiente tranquilo de trabalhar, flexibilidade nos horários, bom salário e excelentes benefícios.;positivo
Empresa obrigando os funcionários a voltar para o trabalho presencial, mesmo o home office tendo se mostrado eficiente.;negativo
Bons benefícios Boas ferramentas de trabalho Excelente infraestrutura no escritório;positivo
Plano de saúde pouco abrangente;negativo
Alguns desenvolvedores são muito prestativos e pregam o ambiente mais colaborativo.;positivo
O cargo de dev spec não diz nada, nada mais é do que um dev sênior que precisa efetuar entregas. As soluções arquitetônicas não são feitas usando melhoras práticas, onde depende da pressa para entregar o projeto, se tiver atrasado subirá de qualquer forma para produção. Testes unitários são feitos apenas para dar cobertura mínima do sonar, e não testam pontos do código que podem dar um NPE. Dependendo do time que você é atribuído, a liderança é adjunta da ideia de errar rápido e corrigir rápido, mas dependendo de onde tú cair você é demonizado caso erre, assim como muitos líderes tem a cabeça fechada para faça o que estou falando e não abertas a novas ideias de solução. A PLR não condiz com o que está no contrato e o que é falado pelos líderes. Pregam ambiente horizontal, sem cargos, mas fazem o uso do vertical para dar carteirada. Pessoas de mente pequena que pensam apenas em queimar outros desenvolvedores, deste modo não auxiliam no crescimento da carreira de desenvolvedores junior. Apesar de citar que alguns desenvolvedores pregam ambiente mais colaborativo, outros vão na contramão, não auxiliando;negativo
Empresa com salário dentro do mercado, pagamento em dia e tem peso relevante no curriculum;positivo
"Gestora do DF, na área de crédito imobiliário possui ""peixada"" e trata os colaboradores como se fosse dona do banco, além de ter muito assedio nas filiais, empresa grande com espirito de pequena. Recomendo somente se for de BH. PLR não é paga de acordo com os outros bancos, o inter fez acordo com classe por meio de lobistas para diminuir a participação do lucro dos colaboradores, enquanto isso gestores ganham rios de dinheiro, também utilizando o lobby";negativo
Bom salário e benefícios e ótimos colegas de trabalho e ambiente.;positivo
Processos ainda estão sendo consolidados e também existe uma certa burocracia no dia a dia (por se tratar de um banco, é compreensivel);negativo
Flexivel, liberdade de fazer escolhas no time que trabalho;positivo
Empresa grande, avaliação individual é um problema;negativo
O salário é muito bom Benefícios são bons também;positivo
PLR nem sempre é razoável Dependendo da área onde estiver, o PDI não existee;negativo
salário e VA + VR;positivo
presencial, cafeteria muita mais cara que deveria;negativo
Lideranças empáticas, ambiente saudável para se trabalhar;positivo
Falta mais diversidade na empresa;negativo
Beneficios do sidicato bancario como VR,VA;positivo
Nao tenho contras no momento;negativo
Ótimo ambiente, salário na média do mercado;positivo
Não tenho nada a relatar;negativo
Beneficios como qualquer banco. E tirou o gympass e nao voltou, mesmo pos pandemia.;positivo
Orden do CEO a todos voltarem 100% presencial. Nao tem flexibilidade.;negativo
Empresa bem humanizada , flexível no dia a dia;positivo
Meta fora do padrão em comparação a outras instituições.;negativo
Ótima empresa para se trabalhar;positivo
Ótima empresa para se trabalhar, não tem pontos fracos;negativo
Bom ambiente e lugar acolhedor.;positivo
Não identifiquei nenhum ponto negativo.;negativo
Muitas oportunidades para aprendizado, bons benefícios.;positivo
Dificuldades de ascensão por ser uma empresa familiar.;negativo
Trabalhar com BI no Inter oferece muitas oportunidades de aprendizado e de fazer a diferença. O salário está na média de mercado.;positivo
A estrutura de dados possui oportunidades para ganhar maturidade. A política de Trabalho Remoto depende de cada área.;negativo
Equipamentos de ponta (Mac), ambiente super colaborativo;positivo
Não consigo pensar em um ponto negativo.;negativo
Autonomia, tecnologia, modernidade, áreas bastante integradas, relacionamento com gestores bastante próximo.;positivo
Algumas áreas de back office possuem baixa maturidade de processos e gestão.;negativo
Ambiente agradável com ritmo de entrega acelerado;positivo
Cada time tem um modusoperandi e isso pode causar excelentes avaliações ou algumas ruins;negativo
São abertos a melhorias e novas ideias para implementar. Clima bom.;positivo
Faltam muitos processos internos ainda, que acaba gerando problemas e atrasos nas atividades;negativo
Liberdade, autonomia, pertencimento e protagonismo!;positivo
Diversidade, inclusão, plano de carreira, mais benefícios.;negativo
Ótima empresa. Preocupa com os funcionários.;positivo
Sem contras, foi uma boa experiência;negativo
 Boa estrutura (equipamentos e ferramentas utilizadas)  Lideranças mão na massa  Bons benefícios  Trabalho remoto;positivo
 Falta de clareza nos critérios para promoção e de níveis de cargo.;negativo
Tem bons profissionais que são comprometidos;positivo
Muita panelinha,só cresce quem tem padrinho. Paga muito mal;negativo
Cultura incrível, bons salários, bons benefícios;positivo
Muita promoção para os times de tecnologia apenas;negativo
Cultura e clima agradáveis Bons benefícios Menos tradicional em relação a outros bancos Boa autonomia;positivo
Processos engessados Problemas simples exigem muita energia para serem resolvidos Relações hierárquicas muito presentes;negativo
Bom clima organizacional e relacionamento da equipe;positivo
Altas taxas de juros, dificultanto a competitividade no mercado;negativo
Bom ticket alimentação, bom salário, empresa humanizada;positivo
Sem contras para o Inter;negativo
uma empresa muito boa para se trabalhar;positivo
não tenho nada contra a empresa;negativo
liberdade, autonomia, empoderamento, inovacao, onwership;positivo
muito politicagem, conflito entre areas, falta de processo para avalicao de cargo e carreiras;negativo
Benefícios atraentes pelo sindicato dos bancários;positivo
Cultura muito conservadora, tradicional demais para uma empresa de tecnologia.;negativo
Ambiente leve para trabalhar em que se pode crescer muito.;positivo
Não há nada contra a dizer.;negativo
A empresa é muito boa, acolhedora, aberta para oportunidades, não possui injustiças, aberta para implementar modelos de trabalho que o time desejar. As pessoas também são ótimas de trabalhar. O time de TI é bem acolhedor e se ajudam bastante.;positivo
a Inter Seguros é um caos. Passam dos limites na forma de trabalho, não são organizados, não planejam, não existe parceria com TI. Apenas “jogam” tudo nas mãos de TI e eles que definem prazo praticamente. Só pensam em vendas e não em qualidade/pessoa/produto/cliente. Time acaba atuando em desespero sempre, sem prioridades bem estabelecidas. O que for preciso fora da tribo de seguros, é bem difícil de conseguir atenção, só quando alguém de cargo de gestão aborda (que aí respondem na hora). A empresa precisa se organizar melhor. Participação de lucro bem abaixo para uma fintech/banco. TI também precisa ter mais planejamento, não aceitar tudo que Inter seguros exige, prejudicando o time de TI. Inter precisa por o cliente em primeiro lugar.;negativo
Salários altos e benefícios competitivos;positivo
Organização / Gestão dos managers e líderes e muito precária, grande maioria só cresce se residir em BH e a gestão olha mais para os funcionários de lá.;negativo
Todas as cerimônias são compridas, os devs tem liberdade para inovar.;positivo
Poucas documentações, por esse se perde muita informação.;negativo
Ambiente descontraído. Fornecem infraestrutura para o trabalho com MacBook. Bons benefícios.;positivo
Quem trabalha remoto não tem hora extra ou banco de horas. Por mais que tenham bons benefícios, não possuem plano de previdência privada, quando comparado a outras instituições financeiras. Salário abaixo do mercado (isso quando comparado a outras instituições financeiras, como Itaú, Bradesco e NuBank);negativo
