Comentário;Sentimento
Ótima empresa para Trabalhar, Ambiente bem harmonioso;positivo
Não há plano de carreira;negativo
Empresa que dá oportunidade a todos! Salário mínimo, mas com possibilidade de ganhar comissões.;positivo
Não pela empresa, mas pela função em si como atendente de call center. Necessário muita paciência.;negativo
so 6 horas por dia sentado no ar condicionado muito top a empresa;positivo
muda de horario direto e de canal;negativo
Trabalhar por apenas 6 horas diárias;positivo
Algumas cobranças, depende do cargo e do supervisor;negativo
Ótimo, uma experiência incrível amei;positivo
Não tem contras quando se precisa de emprego;negativo
O salário e os benefícios são liberados antes da data informada. Salário 5° dia útil e benefícios quinzenais.;positivo
Não tem o acolhimento do supervisor, que tanto falou no treinamento.;negativo
Oportunidade pra quem não tem experiência;positivo
Muito cansaço psicológico Muitas metas;negativo
Uma empresa diversificada e ótima para trabalhar;positivo
Desorganização, poucos equipamentos para várias pessoas;negativo
Cumpre o que promete, salário cai em dia.;positivo
Metas muito altas, muito estresse e cansaço mental.;negativo
Salario em dia, auxilio baba;positivo
superiores mal preparados para auxiliar;negativo
Da muitas oportunidades Empresa leal Respeito Qualidades Educação;positivo
Um local que tem que existir paciência e controle;negativo
Grande organização home office flexibilidade para migrar entre áreas;positivo
treinamentos fracos foco total no operacional, com cobranças sobre os funcionários sem fornecerlhes o devido suporte. O que se pode sentir ao trabalhar na empresa é que apenas os resultados importam, o lado humano está em maior parte desconsiderado;negativo
Maior empresa do interior do nordeste que demite funcionário por justa causa, seguindo suas regras e suas ditaduras.;positivo
Trabalho com pressão e estresse frequentemente.. disponibiliza refeitório porém não ajuda em custo algum na sua alimentação, lembro bem que no treinamento você não é remunerado.;negativo
Equipe muito bem treinada e um ambiente confortável de trabalho.;positivo
Não possuem muitas vagas internas.;negativo
Empresa muito inclusiva, fácil crescimento e possui um bom ambiente de trabalho.;positivo
Poderia pagar um pouco melhor.;negativo
Bom salário, horário flexível e pagamento em dia;positivo
Tudo. Clima organizacional péssimo e péssimos gestores.;negativo
oportunidade de crescimento na empresa, alguns beneficios;positivo
muita exigência da supervisão, falta de comunicação;negativo
Atenção de todos gestores e funcionários;positivo
Muita pressão , salário baixo e mudança de horários;negativo
pagamento certinho nunca atrasaram sempre ok;positivo
Nada ,empresa ótima com uma ótima gestão;negativo
* Home office * Ambiente colaborativo * Muitos desafios diferentes * Liderança muito bem preparada Bom plano de saúde e valealimentação/refeição. Nada a reclamar nesse sentido. Remuneração justa.;positivo
* Muita burocracia nos processos;negativo
Pagamento em dia, benefícios e infraestrutura.;positivo
Pressão psicológica, produto pouco conhecido na época.;negativo
Oportunidade de crescimento e desenvolvimento;positivo
Salários e benefícios que não tem;negativo
oportunidade de crescimento e flexibilidade de horario;positivo
falhas na cominicaçao e nos sistema;negativo
Possibilidade de crescimento Possibilidade de crescimento;positivo
Nenhuma Nenhuma Nenhuma Nenhuma Nenhuma;negativo
Funcionários, benefícios, salário, equipamentos de trabalho, transporte;positivo
Estrutura do prédio, RH, comunicação, prédio de terceiros, refeitório;negativo
Horario flexível, pagamento em dia.;positivo
Ambiente de muita pressão e trocas de horário mensais;negativo
Gosto muito do ambiente da empresa e clima, deixa o trabalho mais leve.;positivo
Os valores dos benefícios dos cargos baixos são muito baixos.;negativo
Ambiente de trabalho dinâmico onde possibilita crescimento.;positivo
Ainda necessita de organização em gestão;negativo
Grande oportunidade em outras areas.;positivo
Trabalho principal o qual a empresa contrata é desgastante.;negativo
A empresa oferece oportunidades de crescimento.;positivo
Algumas vezes precisei vender produtos os quais não acreditava na qualidade.;negativo
Empresa muito boa, possibilidade de crescimento;positivo
Sem ticket pro setor de atendimento;negativo
ser uma orada de 6h20min;positivo
a grande questão são os benefícios que são poucos;negativo
Empresa de grande porte, pessoas comprometidas com o trabalho, ambiente calmo.;positivo
Troca de gestão regularmente, não cumpre com as informações repassadas,;negativo
Atendimento homme ofice e ajuda diariamente.;positivo
Horario mudando frequentemente e problemas com o sistema.;negativo
Empresa com boa estrutura, oportunidade de crescimento e aprendizado, boa liderança.;positivo
Poucos benefícios, salário na média, como a sede da empresa fica em Minas, muitas coisas não acontecia em São Paulo como acontecia lá.;negativo
Horário meio periodo, home office;positivo
Trabalho cansativo, e não possuli vale refeição;negativo
Equipe super atenciosa, desde o treinamento.;positivo
Queriam que trabalhássemos mesmo sem sistema.;negativo
Empresa muito boa, auxílio creche, salário família, plano de saúde;positivo
saúde mental 0, infelizmente acaba com sua saúde mental;negativo
Colegas de trabalhos legais, e bom ambiente;positivo
Empresa não da a minima para o funcionario;negativo
A empresa possui bastante processos para crescimento;positivo
Remuneração baixa para a função e ambiente que dificultava um pouco o melhor trabalho;negativo
Se você quer trabalhar 6 hrs e ganhar um salário mínimo em um conforto grande. Esse é o lugar, pois basicamente você trabalha no ar condicionado e sentado por 6 horas e os horários são bastante flexíveis, abrindo a possibilidade de fazer várias outras coisas durante o dia. Conhece muitas pessoas, pois são mais de 10.000 funcionários e tem bastante oportunidade de crescimento. Existe muito supervisor e Coordenador muito jovens. Além disso você pode ir com a roupa que bem entender.;positivo
A pressão psicológica lá é bem grande a depender do setor. Pois existe cobranças inimagináveis em certos aspectos que chegam até a serem ridículos. No qual fazem muitas pessoas terem surtos, ataques de ansiedade e diversos problemas psicológicos. No entanto existe setor que é bem tranquilo, onde na maioria destes são aqueles que não tem acesso direto ao cliente, onde existe a possibilidade de Home Office. Os supervisores são responsáveis pela maioria dos motivos da frustração do funcionário, pois os mesmos são responsáveis pela maioria das cobranças, além das advertência, que, inclusive pode ser bem fácil receber;negativo
Muito bom, perfeita, nada a reclamar;positivo
Nada de ruim nesta incrível e maravilhosa empresa;negativo
Horário. Tem muita variedade de início da jornada;positivo
Salário e benefício . Não paga ticket aos atendentes, salário mínimo e o plano de saúde do titular usando ou não, desconta do mesmo jeito.;negativo
Muita oportunidade de crescimento, ambiente físico acolhedor, flexibilidade de horário de trabalho, pagamento em dia.;positivo
"Empresa extremamente burocrática e com processos engessados; valor pago de VR/ VA baixo e inferior ao custo necessário para as regiões no qual são localizados os sites que ficam em regiões nobres de São Paulo; Retirada do beneficios de alimentação para quem está em regime Homeoffice;";negativo
Trabalho de 6:20 por dia;positivo
Muito extresse, desgaste emocional, desestimulo;negativo
Planos e evolução de carreira.;positivo
VR baixo (benefício), apenas isso.;negativo
Empresa muito boa, ótima oportunidade de crescimento.;positivo
VR muito pouco, mudança de supervisor e horário constantes;negativo
horário flexível , 5x2 trem, produtos bons ,treinamentos bons , instrutores esforçados e inteligentes no momento até agora ótimo;positivo
nada benefícios dentro do salário base!;negativo
Entrevista tranquila, Pagamento em dia, Benefícios.;positivo
Tem uma certa demora para tirar férias;negativo
Ótimo ambiete de trabalho, bons supervisores.;positivo
Horários infelizmente incompativeis com locomoção;negativo
Muitas oportunidades para crescimento e desenvolvimento pessoal. Empresa mineira, calorosa, onde encontrei uma das melhores oportunidades.;positivo
Entendo que todas as empresas tem oportunidades e a AeC abre oportunidades para que seus colaboradores sejam ouvidos.;negativo
Sempre investindo em treinamentos,possibilidade de crescimento na empresa;positivo
Desgastante, muita demandas e reclamações;negativo
"Home office; CLT; sem atrasos no pagamento; auxílio home office.";positivo
O produto em que atuo não há comissão por vendas, isso desestimula um pouco.;negativo
Boa empresa diversidade em alta pessoas boas;positivo
Cansativa em alguns aspectos por muita cobrança;negativo
Salarios pagos em dia e todos os benefícios inclusos. Boa estrutura para um primeiro emprego. Possibilidade de homeoffice.;positivo
Não existe plano de carreira bem definido, pouca possibilidade de promoção ou aumento, visto que pessoas incompentetes assumem cargos além de suas capacidades. Não há reconhecimento para os profissionais, talvez você possa ganhar um bombom se bater uma meta. Remuneração muito baixa para as responsabilidades exigidas.;negativo
